transaction_id,customer_id,transaction_date,order_value,quantity,product_category,payment_method,channel,discount_used_pct,customer_profile_segment,customer_city,customer_state,signup_date
T014332,C0704,2025-06-17,2624.24,4,Fashion,Debit Card,App,0,high_value,Chennai,West Bengal,2025-03-29
T000279,C0877,2025-06-18,755.82,1,Fashion,Credit Card,App,15,low_engagement,Ahmedabad,Maharashtra,2025-03-01
T000544,C0149,2025-06-18,6798.85,3,Fashion,Credit Card,Web,15,high_value,Kolkata,Tamil Nadu,2025-01-29
T000916,C0342,2025-06-18,1482.89,1,Home,Debit Card,App,15,repeat,Bengaluru,Karnataka,2025-03-14
T001006,C1129,2025-06-18,4065.07,1,Home,Debit Card,Web,10,repeat,Kolkata,Karnataka,2025-03-19
T001569,C1128,2025-06-18,2900.5,1,Groceries,Net Banking,App,10,repeat,Hyderabad,Tamil Nadu,2025-04-22
T001616,C0393,2025-06-18,2935.96,1,Home,UPI,Web,15,repeat,Delhi,Delhi,2025-01-24
T001957,C1073,2025-06-18,5122.14,2,Electronics,UPI,Store,0,high_value,Bengaluru,Delhi,2025-03-12
T002280,C1117,2025-06-18,8418.62,2,Groceries,UPI,Web,25,high_value,Delhi,Telangana,2025-04-11
T002418,C0354,2025-06-18,3703.21,2,Beauty,UPI,App,5,high_value,Delhi,Maharashtra,2025-04-02
T002481,C0082,2025-06-18,121.19,1,Groceries,Credit Card,Web,15,low_engagement,Delhi,Karnataka,2025-02-14
T002591,C0848,2025-06-18,650.04,2,Beauty,Wallet,Web,5,at_risk,Kolkata,Maharashtra,2025-04-24
T002825,C0747,2025-06-18,4508.36,2,Electronics,UPI,Store,0,repeat,Delhi,West Bengal,2025-03-25
T002893,C0864,2025-06-18,2521.17,2,Home,Credit Card,App,0,repeat,Chennai,Tamil Nadu,2025-02-23
T003231,C0237,2025-06-18,1738.04,1,Electronics,Credit Card,App,10,repeat,Delhi,Delhi,2025-04-01
T003759,C0775,2025-06-18,2139.9,2,Electronics,Credit Card,Web,15,low_engagement,Chennai,Karnataka,2025-01-23
T004914,C0741,2025-06-18,2959.54,1,Electronics,Wallet,Web,15,repeat,Hyderabad,Gujarat,2025-03-28
T004949,C1106,2025-06-18,4762.39,1,Fashion,UPI,Store,15,high_value,Mumbai,Tamil Nadu,2025-01-27
T005169,C0494,2025-06-18,3224.66,3,Electronics,Credit Card,App,0,repeat,Kolkata,Gujarat,2025-03-16
T005388,C0100,2025-06-18,5825.54,2,Fashion,UPI,Web,0,high_value,Chennai,Telangana,2025-04-27
T006048,C0319,2025-06-18,6111.3,1,Groceries,Debit Card,App,5,high_value,Chennai,Gujarat,2025-04-05
T006398,C1145,2025-06-18,4288.73,3,Groceries,Credit Card,App,25,repeat,Hyderabad,Gujarat,2025-03-22
T006719,C1071,2025-06-18,633.56,1,Fashion,UPI,Store,10,repeat,Mumbai,West Bengal,2025-02-03
T007317,C0582,2025-06-18,2370.74,3,Fashion,UPI,Web,25,at_risk,Mumbai,Tamil Nadu,2025-02-19
T007577,C1175,2025-06-18,1735.96,1,Groceries,UPI,Web,20,low_engagement,Hyderabad,Telangana,2025-04-05
T007592,C0057,2025-06-18,2467.57,1,Groceries,Credit Card,Web,20,high_value,Delhi,Gujarat,2025-04-15
T007947,C0938,2025-06-18,2804.41,1,Fashion,UPI,Web,10,at_risk,Kolkata,Telangana,2025-01-23
T007959,C0722,2025-06-18,5294.93,2,Fashion,Debit Card,App,5,repeat,Bengaluru,Tamil Nadu,2025-03-03
T008283,C0697,2025-06-18,4775.81,2,Fashion,Debit Card,Store,10,repeat,Pune,Maharashtra,2025-04-14
T008486,C0313,2025-06-18,2643.88,3,Fashion,UPI,Web,10,high_value,Ahmedabad,West Bengal,2025-01-21
T008664,C0566,2025-06-18,2086.18,1,Groceries,Debit Card,Web,15,low_engagement,Hyderabad,Gujarat,2025-04-25
T008753,C0483,2025-06-18,3494.71,2,Home,UPI,Web,15,repeat,Pune,West Bengal,2025-03-01
T009082,C0143,2025-06-18,3158.08,1,Groceries,Credit Card,Store,20,repeat,Kolkata,Karnataka,2025-04-27
T009346,C0699,2025-06-18,5081.73,3,Groceries,Credit Card,App,15,high_value,Chennai,West Bengal,2025-01-29
T009486,C0845,2025-06-18,6050.28,4,Sports,Credit Card,Store,20,high_value,Ahmedabad,Karnataka,2025-03-03
T009779,C0704,2025-06-18,5304.35,2,Electronics,Credit Card,App,10,high_value,Chennai,West Bengal,2025-03-29
T009807,C0245,2025-06-18,1661.46,3,Groceries,UPI,Store,10,high_value,Hyderabad,Tamil Nadu,2025-02-02
T009844,C0565,2025-06-18,2921.34,2,Home,Debit Card,Store,15,repeat,Hyderabad,Telangana,2025-01-10
T010178,C0954,2025-06-18,2153.28,1,Beauty,UPI,App,20,at_risk,Kolkata,Maharashtra,2025-01-31
T010365,C0254,2025-06-18,3567.53,3,Fashion,UPI,Web,10,repeat,Hyderabad,Telangana,2025-03-08
T010784,C1048,2025-06-18,6205.29,3,Electronics,UPI,App,20,high_value,Chennai,Tamil Nadu,2025-04-25
T010834,C0352,2025-06-18,2575.16,2,Fashion,Net Banking,App,10,at_risk,Ahmedabad,Telangana,2025-03-03
T010906,C0256,2025-06-18,1464.76,2,Groceries,Credit Card,Store,10,low_engagement,Hyderabad,Karnataka,2025-03-16
T011648,C0682,2025-06-18,2031.66,1,Groceries,UPI,Web,5,repeat,Chennai,Telangana,2025-01-30
T011735,C0638,2025-06-18,2287.81,2,Home,Net Banking,App,25,repeat,Kolkata,Telangana,2025-03-14
T011808,C0032,2025-06-18,4936.08,3,Home,Wallet,Store,20,high_value,Delhi,West Bengal,2025-02-22
T011831,C0028,2025-06-18,2444.47,3,Sports,UPI,App,10,low_engagement,Hyderabad,West Bengal,2025-02-22
T012138,C0407,2025-06-18,1642.07,2,Beauty,UPI,Web,5,repeat,Delhi,Delhi,2025-03-08
T012995,C0666,2025-06-18,3937.99,1,Groceries,Debit Card,App,15,high_value,Pune,Gujarat,2025-04-29
T013519,C0206,2025-06-18,7564.66,4,Fashion,Debit Card,App,0,high_value,Pune,Delhi,2025-04-17
T013905,C0014,2025-06-18,967.03,2,Fashion,Wallet,Web,15,repeat,Mumbai,West Bengal,2025-03-22
T014028,C0884,2025-06-18,5611.68,3,Groceries,UPI,Web,0,high_value,Kolkata,Gujarat,2025-03-13
T014057,C0459,2025-06-18,5729.43,3,Sports,UPI,Web,10,high_value,Pune,Tamil Nadu,2025-02-05
T014102,C0310,2025-06-18,3353.04,3,Electronics,Debit Card,App,20,repeat,Ahmedabad,Telangana,2025-03-19
T014107,C0675,2025-06-18,2191.62,1,Beauty,UPI,App,5,repeat,Kolkata,West Bengal,2025-03-19
T014319,C0550,2025-06-18,1252.17,2,Groceries,UPI,App,0,low_engagement,Pune,Telangana,2025-03-27
T000040,C0282,2025-06-19,3221.78,2,Fashion,Debit Card,Web,25,repeat,Pune,Telangana,2025-01-16
T000179,C0751,2025-06-19,5068.73,2,Groceries,UPI,App,15,high_value,Mumbai,Telangana,2025-04-15
T000474,C1109,2025-06-19,2734.57,2,Groceries,Net Banking,Store,10,low_engagement,Mumbai,Tamil Nadu,2025-04-16
T000863,C1051,2025-06-19,3027.11,1,Electronics,UPI,Store,15,at_risk,Pune,Delhi,2025-03-07
T001223,C0597,2025-06-19,233.31,2,Electronics,Net Banking,Web,10,low_engagement,Ahmedabad,Karnataka,2025-04-29
T001235,C0782,2025-06-19,1670.16,2,Groceries,Debit Card,Store,10,low_engagement,Pune,Karnataka,2025-03-06
T001513,C0390,2025-06-19,1865.37,3,Sports,UPI,Web,10,at_risk,Mumbai,Maharashtra,2025-03-13
T001568,C0209,2025-06-19,4970.28,3,Sports,UPI,Web,15,high_value,Bengaluru,West Bengal,2025-03-16
T001699,C0075,2025-06-19,1265.87,2,Electronics,Credit Card,Web,15,low_engagement,Hyderabad,Telangana,2025-01-03
T002045,C0985,2025-06-19,1005.31,1,Home,Credit Card,App,20,low_engagement,Bengaluru,Gujarat,2025-02-28
T002385,C0824,2025-06-19,2990.46,2,Sports,Credit Card,App,0,repeat,Bengaluru,Delhi,2025-02-20
T002408,C1175,2025-06-19,80.0,1,Fashion,Credit Card,Store,0,low_engagement,Hyderabad,Telangana,2025-04-05
T003021,C1136,2025-06-19,5025.65,2,Home,Credit Card,App,10,high_value,Kolkata,Delhi,2025-02-11
T003147,C0113,2025-06-19,937.17,1,Sports,Wallet,Store,10,at_risk,Bengaluru,Gujarat,2025-04-19
T003458,C0643,2025-06-19,3069.0,2,Home,Wallet,Web,15,repeat,Ahmedabad,Delhi,2025-01-15
T003514,C0611,2025-06-19,8592.38,4,Sports,Credit Card,App,5,high_value,Hyderabad,Tamil Nadu,2025-01-03
T003538,C0378,2025-06-19,4782.77,3,Beauty,Credit Card,App,10,high_value,Kolkata,Karnataka,2025-01-01
T003572,C0250,2025-06-19,2723.33,3,Fashion,Credit Card,App,5,at_risk,Bengaluru,Karnataka,2025-03-19
T003860,C0946,2025-06-19,9682.82,2,Beauty,Credit Card,App,5,high_value,Bengaluru,Tamil Nadu,2025-04-11
T004108,C0300,2025-06-19,3497.19,2,Electronics,Debit Card,Web,15,high_value,Bengaluru,Karnataka,2025-03-08
T004979,C0813,2025-06-19,5603.95,2,Electronics,Debit Card,App,0,high_value,Bengaluru,Delhi,2025-02-22
T005253,C0920,2025-06-19,5856.41,4,Beauty,Credit Card,Store,10,high_value,Kolkata,Gujarat,2025-04-03
T005609,C0822,2025-06-19,4428.29,3,Sports,UPI,Web,15,high_value,Bengaluru,Delhi,2025-04-09
T006023,C0892,2025-06-19,2036.26,2,Home,Credit Card,Web,20,at_risk,Hyderabad,Karnataka,2025-03-07
T006252,C0889,2025-06-19,5565.1,4,Fashion,UPI,Web,25,high_value,Delhi,West Bengal,2025-02-09
T006467,C0042,2025-06-19,120.0,3,Home,UPI,Web,10,repeat,Bengaluru,Tamil Nadu,2025-03-22
T006664,C1075,2025-06-19,1273.44,2,Groceries,Net Banking,Store,10,at_risk,Ahmedabad,Delhi,2025-04-04
T007645,C0494,2025-06-19,4907.88,2,Groceries,Wallet,App,15,repeat,Kolkata,Gujarat,2025-03-16
T007875,C0476,2025-06-19,2735.11,1,Electronics,Wallet,Web,15,at_risk,Bengaluru,Delhi,2025-03-12
T008139,C0078,2025-06-19,3482.51,2,Fashion,Debit Card,Web,10,high_value,Hyderabad,Tamil Nadu,2025-01-12
T008350,C0072,2025-06-19,2291.22,1,Sports,UPI,App,20,repeat,Pune,Gujarat,2025-01-07
T008448,C0487,2025-06-19,5607.76,1,Home,Debit Card,Store,10,high_value,Mumbai,Karnataka,2025-04-12
T008669,C0408,2025-06-19,6794.07,1,Home,UPI,App,10,high_value,Bengaluru,Delhi,2025-03-09
T008767,C0610,2025-06-19,1133.22,1,Home,UPI,Store,20,low_engagement,Ahmedabad,Maharashtra,2025-01-27
T009187,C0867,2025-06-19,3937.88,1,Fashion,Credit Card,Web,20,high_value,Pune,West Bengal,2025-02-10
T009577,C0053,2025-06-19,1102.34,2,Fashion,Credit Card,App,15,at_risk,Chennai,Karnataka,2025-04-02
T009664,C0319,2025-06-19,7569.21,1,Fashion,Credit Card,App,15,high_value,Chennai,Gujarat,2025-04-05
T010499,C0817,2025-06-19,1677.31,1,Fashion,UPI,Web,25,low_engagement,Mumbai,West Bengal,2025-03-26
T010915,C0444,2025-06-19,2575.29,2,Groceries,UPI,Web,0,repeat,Hyderabad,Gujarat,2025-03-04
T010964,C1191,2025-06-19,3255.02,3,Groceries,UPI,Web,15,high_value,Pune,Karnataka,2025-02-19
T011071,C0828,2025-06-19,4035.38,2,Electronics,Net Banking,App,0,repeat,Ahmedabad,Gujarat,2025-02-06
T012046,C0364,2025-06-19,1434.0,3,Sports,Debit Card,Web,10,low_engagement,Kolkata,Gujarat,2025-03-26
T012055,C0036,2025-06-19,1031.23,1,Electronics,Debit Card,App,15,at_risk,Hyderabad,Telangana,2025-04-18
T012272,C0776,2025-06-19,6483.77,1,Groceries,Credit Card,Web,20,high_value,Chennai,West Bengal,2025-02-17
T012365,C0855,2025-06-19,3153.74,2,Groceries,Debit Card,Web,20,repeat,Delhi,Delhi,2025-02-14
T012659,C0412,2025-06-19,2366.52,2,Fashion,Debit Card,Web,25,at_risk,Hyderabad,Gujarat,2025-02-05
T012804,C0377,2025-06-19,1175.5,1,Electronics,Debit Card,Web,10,at_risk,Chennai,Karnataka,2025-04-30
T013118,C0883,2025-06-19,9876.62,1,Groceries,Wallet,Web,0,high_value,Mumbai,Delhi,2025-04-12
T013164,C0210,2025-06-19,5531.52,3,Home,Net Banking,App,10,high_value,Bengaluru,Telangana,2025-03-09
T013357,C0667,2025-06-19,3468.33,1,Groceries,Credit Card,Store,0,repeat,Pune,Telangana,2025-01-19
T013789,C0849,2025-06-19,764.85,1,Groceries,UPI,Store,10,low_engagement,Ahmedabad,Delhi,2025-02-22
T000409,C0897,2025-06-20,370.79,3,Beauty,UPI,Store,5,repeat,Pune,West Bengal,2025-02-24
T000435,C0903,2025-06-20,2526.39,2,Home,Debit Card,Web,15,repeat,Chennai,Karnataka,2025-01-25
T001298,C0818,2025-06-20,818.5,1,Sports,Debit Card,Web,0,repeat,Chennai,Maharashtra,2025-04-18
T002415,C0800,2025-06-20,761.76,1,Groceries,UPI,Web,20,at_risk,Hyderabad,Maharashtra,2025-02-28
T002718,C0814,2025-06-20,1813.55,1,Sports,Credit Card,Web,20,at_risk,Chennai,Delhi,2025-02-20
T002721,C0579,2025-06-20,4705.08,2,Sports,UPI,App,15,repeat,Hyderabad,Gujarat,2025-02-11
T002770,C0332,2025-06-20,2606.49,2,Beauty,Debit Card,Web,15,low_engagement,Ahmedabad,Delhi,2025-01-06
T003042,C0909,2025-06-20,884.79,1,Beauty,UPI,App,0,repeat,Ahmedabad,Delhi,2025-02-19
T003257,C1094,2025-06-20,877.26,1,Sports,Wallet,Store,10,low_engagement,Kolkata,Karnataka,2025-04-29
T004074,C0156,2025-06-20,2260.74,3,Home,Credit Card,Web,15,repeat,Delhi,Tamil Nadu,2025-04-29
T004288,C1030,2025-06-20,1861.23,1,Sports,UPI,App,10,at_risk,Mumbai,Gujarat,2025-03-27
T004992,C0114,2025-06-20,2905.55,1,Groceries,Credit Card,Store,25,at_risk,Kolkata,Karnataka,2025-04-28
T005317,C0687,2025-06-20,1794.61,1,Home,UPI,Web,15,low_engagement,Kolkata,Karnataka,2025-02-13
T005443,C0354,2025-06-20,5361.27,3,Groceries,Debit Card,App,15,high_value,Delhi,Maharashtra,2025-04-02
T005937,C0958,2025-06-20,5962.69,1,Electronics,Debit Card,Store,10,high_value,Ahmedabad,Delhi,2025-04-19
T006177,C0375,2025-06-20,7841.19,4,Electronics,Net Banking,Store,0,high_value,Ahmedabad,Delhi,2025-02-11
T006562,C0990,2025-06-20,1818.58,1,Home,UPI,App,5,at_risk,Hyderabad,Delhi,2025-01-07
T006606,C0607,2025-06-20,2554.57,1,Electronics,UPI,App,5,repeat,Delhi,West Bengal,2025-02-03
T006620,C0263,2025-06-20,836.34,3,Groceries,Credit Card,App,0,high_value,Pune,Delhi,2025-01-08
T007041,C0364,2025-06-20,1837.49,2,Fashion,Debit Card,Web,0,low_engagement,Kolkata,Gujarat,2025-03-26
T007547,C0606,2025-06-20,2418.8,2,Beauty,UPI,Store,10,repeat,Pune,Karnataka,2025-01-21
T007759,C0889,2025-06-20,6315.83,2,Sports,UPI,Web,20,high_value,Delhi,West Bengal,2025-02-09
T007993,C1112,2025-06-20,1228.87,1,Beauty,Credit Card,Web,10,repeat,Delhi,Maharashtra,2025-04-26
T008186,C1174,2025-06-20,5134.31,2,Sports,Debit Card,Store,5,repeat,Pune,Delhi,2025-03-15
T009606,C0785,2025-06-20,1422.31,1,Sports,Credit Card,Web,15,repeat,Bengaluru,West Bengal,2025-02-04
T010354,C0627,2025-06-20,347.58,3,Sports,Credit Card,Web,10,repeat,Kolkata,Maharashtra,2025-02-03
T010579,C0059,2025-06-20,5800.06,3,Electronics,Wallet,App,15,high_value,Ahmedabad,Tamil Nadu,2025-01-26
T011560,C1139,2025-06-20,2420.02,2,Groceries,Debit Card,Web,0,repeat,Ahmedabad,Telangana,2025-04-06
T011561,C0154,2025-06-20,3395.37,2,Home,UPI,Web,10,repeat,Delhi,Telangana,2025-02-14
T011679,C0237,2025-06-20,3838.19,2,Home,Wallet,App,20,repeat,Delhi,Delhi,2025-04-01
T012023,C0959,2025-06-20,7710.46,1,Electronics,Wallet,Web,20,high_value,Bengaluru,Maharashtra,2025-04-19
T012028,C0101,2025-06-20,3103.06,3,Beauty,UPI,Store,20,high_value,Kolkata,Maharashtra,2025-04-10
T012696,C0022,2025-06-20,5024.06,2,Groceries,UPI,Web,25,high_value,Chennai,Tamil Nadu,2025-03-02
T012746,C0550,2025-06-20,2018.4,1,Sports,UPI,App,10,low_engagement,Pune,Telangana,2025-03-27
T013032,C0926,2025-06-20,4936.39,3,Electronics,Credit Card,Web,5,high_value,Delhi,Maharashtra,2025-01-11
T013256,C0747,2025-06-20,2817.57,2,Fashion,UPI,Store,0,repeat,Delhi,West Bengal,2025-03-25
T013334,C0008,2025-06-20,855.2,1,Groceries,UPI,App,15,at_risk,Delhi,Karnataka,2025-01-13
T013373,C0461,2025-06-20,6555.86,3,Electronics,Net Banking,Web,10,high_value,Chennai,Tamil Nadu,2025-01-12
T013692,C1147,2025-06-20,2583.13,1,Groceries,Credit Card,App,5,low_engagement,Delhi,West Bengal,2025-01-15
T013794,C1079,2025-06-20,1323.22,2,Electronics,UPI,App,5,repeat,Hyderabad,Maharashtra,2025-04-03
T014365,C0920,2025-06-20,3067.42,1,Beauty,Debit Card,Web,10,high_value,Kolkata,Gujarat,2025-04-03
T014458,C0465,2025-06-20,2067.33,3,Beauty,UPI,Web,10,at_risk,Hyderabad,Tamil Nadu,2025-04-05
T000199,C0138,2025-06-21,1612.15,2,Sports,Credit Card,Web,25,low_engagement,Bengaluru,Telangana,2025-01-20
T000667,C0709,2025-06-21,2235.09,2,Sports,Credit Card,App,15,repeat,Delhi,Karnataka,2025-01-12
T000686,C1082,2025-06-21,3958.38,3,Home,Credit Card,Store,5,high_value,Hyderabad,West Bengal,2025-02-27
T000725,C0180,2025-06-21,5772.08,2,Fashion,UPI,App,20,high_value,Pune,Gujarat,2025-04-12
T000885,C0059,2025-06-21,3321.57,4,Home,Wallet,App,20,high_value,Ahmedabad,Tamil Nadu,2025-01-26
T000995,C0220,2025-06-21,1195.8,1,Home,Debit Card,Store,15,at_risk,Kolkata,Delhi,2025-04-04
T001143,C0133,2025-06-21,6056.15,2,Home,Debit Card,Store,10,high_value,Mumbai,Maharashtra,2025-04-11
T001447,C0455,2025-06-21,4150.97,1,Groceries,Net Banking,Web,15,high_value,Pune,Telangana,2025-01-21
T002263,C0860,2025-06-21,4144.15,4,Fashion,UPI,Web,20,high_value,Delhi,West Bengal,2025-04-20
T003039,C0111,2025-06-21,1642.99,1,Beauty,Wallet,App,10,repeat,Delhi,Delhi,2025-03-19
T003088,C0619,2025-06-21,3104.26,1,Home,Credit Card,App,10,at_risk,Chennai,Tamil Nadu,2025-03-07
T003135,C0339,2025-06-21,2938.7,3,Groceries,Wallet,App,20,repeat,Mumbai,Karnataka,2025-01-31
T003272,C0747,2025-06-21,1090.15,2,Beauty,UPI,Store,10,repeat,Delhi,West Bengal,2025-03-25
T003498,C0761,2025-06-21,6354.44,4,Home,UPI,App,5,high_value,Ahmedabad,Tamil Nadu,2025-01-12
T003844,C0279,2025-06-21,1462.33,2,Sports,UPI,Web,25,low_engagement,Bengaluru,West Bengal,2025-02-16
T003846,C0430,2025-06-21,7309.96,3,Fashion,Credit Card,Web,5,high_value,Kolkata,Delhi,2025-01-21
T004003,C0982,2025-06-21,1906.65,1,Sports,UPI,App,20,low_engagement,Kolkata,Karnataka,2025-03-22
T004145,C0288,2025-06-21,957.67,3,Home,Credit Card,Web,0,low_engagement,Kolkata,Karnataka,2025-04-14
T004243,C0695,2025-06-21,4830.36,2,Beauty,Debit Card,Web,5,high_value,Kolkata,Maharashtra,2025-04-15
T004885,C0367,2025-06-21,2528.11,1,Fashion,Debit Card,App,15,at_risk,Hyderabad,Tamil Nadu,2025-04-23
T004888,C0768,2025-06-21,196.61,1,Beauty,Wallet,Web,10,at_risk,Chennai,Maharashtra,2025-04-17
T004940,C0387,2025-06-21,3869.88,2,Electronics,Debit Card,Web,0,repeat,Delhi,Gujarat,2025-03-24
T005206,C0414,2025-06-21,2093.62,1,Electronics,Wallet,App,20,low_engagement,Kolkata,Maharashtra,2025-01-13
T005315,C0150,2025-06-21,541.67,1,Groceries,UPI,App,5,repeat,Bengaluru,Maharashtra,2025-04-05
T005419,C0650,2025-06-21,4076.18,2,Fashion,UPI,Store,10,repeat,Delhi,Maharashtra,2025-04-07
T005445,C1021,2025-06-21,1428.38,2,Fashion,Credit Card,Web,20,low_engagement,Delhi,Gujarat,2025-02-15
T005553,C1196,2025-06-21,2502.18,1,Sports,Net Banking,App,25,at_risk,Kolkata,West Bengal,2025-01-07
T005912,C0498,2025-06-21,6108.37,1,Fashion,Debit Card,Web,20,high_value,Bengaluru,Delhi,2025-04-01
T005923,C0495,2025-06-21,2341.78,1,Home,Credit Card,Web,15,repeat,Kolkata,Maharashtra,2025-04-28
T006199,C0509,2025-06-21,2644.87,3,Groceries,Credit Card,Store,20,at_risk,Bengaluru,Telangana,2025-01-26
T006492,C0617,2025-06-21,6047.1,1,Beauty,UPI,Web,20,high_value,Delhi,Telangana,2025-01-06
T006600,C0917,2025-06-21,1784.94,3,Fashion,UPI,Web,15,repeat,Chennai,West Bengal,2025-03-16
T006613,C0461,2025-06-21,5525.36,3,Home,UPI,App,25,high_value,Chennai,Tamil Nadu,2025-01-12
T007223,C0741,2025-06-21,3158.62,3,Sports,Credit Card,Web,20,repeat,Hyderabad,Gujarat,2025-03-28
T007632,C0752,2025-06-21,1412.76,1,Electronics,Credit Card,App,5,at_risk,Ahmedabad,Karnataka,2025-02-20
T007700,C0165,2025-06-21,6672.46,4,Fashion,Credit Card,App,10,high_value,Chennai,West Bengal,2025-02-16
T007731,C1187,2025-06-21,1991.79,2,Home,UPI,Web,20,low_engagement,Ahmedabad,West Bengal,2025-01-06
T007762,C0261,2025-06-21,1456.81,2,Beauty,Wallet,App,0,low_engagement,Kolkata,West Bengal,2025-04-14
T007900,C0428,2025-06-21,2402.41,2,Sports,UPI,App,20,at_risk,Delhi,West Bengal,2025-04-15
T008682,C0993,2025-06-21,1279.83,3,Beauty,UPI,Store,15,repeat,Chennai,Tamil Nadu,2025-03-18
T008786,C1123,2025-06-21,2214.02,3,Sports,UPI,App,15,at_risk,Kolkata,Tamil Nadu,2025-02-07
T008990,C0759,2025-06-21,1709.5,1,Electronics,UPI,Web,25,at_risk,Pune,West Bengal,2025-04-04
T009182,C0602,2025-06-21,2726.13,2,Electronics,UPI,App,15,repeat,Kolkata,West Bengal,2025-02-01
T009347,C0752,2025-06-21,2083.65,1,Home,UPI,App,15,at_risk,Ahmedabad,Karnataka,2025-02-20
T009401,C0050,2025-06-21,4239.81,3,Fashion,UPI,Web,5,repeat,Chennai,Telangana,2025-02-10
T009694,C0748,2025-06-21,2268.78,3,Electronics,UPI,Web,20,low_engagement,Bengaluru,West Bengal,2025-03-17
T009778,C0328,2025-06-21,80.0,1,Fashion,Net Banking,Web,20,low_engagement,Ahmedabad,Delhi,2025-02-01
T010218,C0295,2025-06-21,5280.66,2,Beauty,UPI,Web,20,high_value,Kolkata,Maharashtra,2025-01-14
T010446,C0121,2025-06-21,2455.64,1,Fashion,UPI,App,10,at_risk,Mumbai,Gujarat,2025-03-06
T010450,C0424,2025-06-21,1848.95,2,Beauty,Credit Card,Store,20,repeat,Bengaluru,West Bengal,2025-02-20
T011324,C0148,2025-06-21,569.06,2,Fashion,Debit Card,Web,0,low_engagement,Mumbai,Tamil Nadu,2025-04-08
T011535,C0666,2025-06-21,4565.17,3,Fashion,UPI,Store,5,high_value,Pune,Gujarat,2025-04-29
T012873,C0851,2025-06-21,9397.6,3,Groceries,Debit Card,App,5,high_value,Hyderabad,West Bengal,2025-02-16
T012894,C0505,2025-06-21,1497.08,1,Electronics,Debit Card,Web,20,low_engagement,Hyderabad,Tamil Nadu,2025-04-28
T013597,C0651,2025-06-21,3697.72,3,Home,UPI,App,10,high_value,Delhi,Tamil Nadu,2025-04-01
T014003,C0571,2025-06-21,865.19,3,Fashion,UPI,Web,5,low_engagement,Hyderabad,Gujarat,2025-04-14
T014008,C0526,2025-06-21,1758.69,3,Fashion,Debit Card,Web,5,repeat,Ahmedabad,Maharashtra,2025-04-30
T014017,C0531,2025-06-21,1966.71,3,Home,UPI,Web,0,at_risk,Mumbai,Karnataka,2025-04-17
T014451,C0494,2025-06-21,3751.73,1,Home,Wallet,App,0,repeat,Kolkata,Gujarat,2025-03-16
T000052,C0563,2025-06-22,5267.36,1,Home,Credit Card,App,20,high_value,Bengaluru,Karnataka,2025-03-29
T000122,C1121,2025-06-22,1685.89,1,Electronics,UPI,Web,25,at_risk,Delhi,Tamil Nadu,2025-02-20
T000484,C0820,2025-06-22,4991.2,1,Home,Debit Card,Web,5,repeat,Ahmedabad,Delhi,2025-04-25
T000781,C0840,2025-06-22,2617.07,1,Home,UPI,Web,5,low_engagement,Hyderabad,West Bengal,2025-04-25
T001122,C0312,2025-06-22,6927.87,2,Home,Net Banking,Web,0,high_value,Hyderabad,West Bengal,2025-01-14
T001324,C0598,2025-06-22,7880.71,2,Beauty,Credit Card,App,15,high_value,Delhi,Karnataka,2025-04-11
T001512,C1183,2025-06-22,419.04,2,Fashion,Debit Card,Web,10,low_engagement,Bengaluru,Maharashtra,2025-03-13
T001556,C1122,2025-06-22,872.7,3,Groceries,UPI,Web,0,at_risk,Chennai,Gujarat,2025-03-09
T001596,C0301,2025-06-22,8221.06,1,Home,UPI,Store,15,high_value,Ahmedabad,Gujarat,2025-01-23
T001679,C0513,2025-06-22,960.97,1,Home,Wallet,Web,5,at_risk,Ahmedabad,Delhi,2025-04-10
T001684,C0393,2025-06-22,2535.75,1,Electronics,Debit Card,Web,15,repeat,Delhi,Delhi,2025-01-24
T001861,C0615,2025-06-22,3259.66,2,Groceries,UPI,Store,10,at_risk,Ahmedabad,West Bengal,2025-04-02
T002463,C1197,2025-06-22,1572.31,1,Fashion,Debit Card,App,5,at_risk,Hyderabad,Delhi,2025-01-14
T003510,C0807,2025-06-22,80.0,1,Groceries,Credit Card,Store,0,at_risk,Kolkata,Maharashtra,2025-03-18
T003603,C0890,2025-06-22,2834.02,1,Beauty,UPI,App,25,repeat,Bengaluru,Tamil Nadu,2025-02-03
T003712,C1157,2025-06-22,6481.01,1,Beauty,UPI,App,10,high_value,Kolkata,Maharashtra,2025-03-05
T004233,C0099,2025-06-22,5003.48,1,Groceries,Debit Card,App,10,high_value,Hyderabad,Telangana,2025-04-06
T004394,C0566,2025-06-22,1070.89,3,Groceries,UPI,App,10,low_engagement,Hyderabad,Gujarat,2025-04-25
T004516,C0841,2025-06-22,5752.35,4,Sports,Wallet,Web,20,high_value,Pune,Tamil Nadu,2025-02-17
T004762,C0182,2025-06-22,5653.98,1,Beauty,Credit Card,App,10,high_value,Hyderabad,Tamil Nadu,2025-04-15
T004967,C0605,2025-06-22,5669.72,2,Fashion,Credit Card,Store,25,high_value,Pune,Telangana,2025-04-19
T005330,C1062,2025-06-22,2570.32,1,Home,UPI,Web,20,at_risk,Hyderabad,Telangana,2025-02-12
T006206,C0067,2025-06-22,9832.38,4,Sports,Debit Card,Web,5,high_value,Pune,Telangana,2025-03-14
T006465,C0006,2025-06-22,6611.36,2,Fashion,UPI,App,10,high_value,Ahmedabad,Maharashtra,2025-02-15
