customer_id,first_purchase_date,last_purchase_date,total_transactions,total_spend,avg_order_value,quantity_total,discount_usage_rate,active_months,customer_lifespan_days,days_since_last_purchase,churn_label,clv_proxy,transactions_last_90_days,spend_last_90_days
C0491,2025-04-01,2025-12-28,12,31252.96,2604.41,19,6.25,7,271,3,0,18230.87,2,5804.92
C0492,2025-03-05,2025-11-24,9,14406.37,1600.71,13,8.3333,6,264,37,0,7203.19,3,4890.14
C0493,2025-04-20,2025-12-25,8,27526.0,3440.75,12,6.25,6,249,6,0,13763.0,3,12073.63
C0494,2025-03-17,2025-12-13,17,50428.69,2966.39,27,11.4706,10,271,18,0,42023.86,4,12686.87
C0495,2025-05-08,2025-11-20,16,45147.77,2821.74,27,8.4375,7,196,41,0,26336.24,3,9328.72
C0496,2025-02-11,2025-12-27,22,68650.9,3120.5,35,12.0455,11,319,4,0,62930.08,5,17580.75
C0497,2025-04-05,2025-12-07,11,19790.06,1799.1,17,13.6364,7,246,24,0,11544.23,2,4046.78
C0498,2025-04-21,2025-12-25,19,113753.81,5987.04,48,12.3684,8,248,6,0,75835.84,4,24343.16
C0499,2025-03-12,2025-04-21,3,3272.45,1090.82,5,13.3333,2,40,254,1,545.41,0,0.0
C0500,2025-03-17,2025-09-30,15,26591.92,1772.79,21,15.0,7,197,92,1,15511.91,0,0.0
C0501,2025-08-13,2025-11-15,6,12624.72,2104.12,9,14.1667,4,94,46,0,4208.24,3,4914.12
C0502,2025-08-16,2025-11-11,4,7246.9,1811.72,6,11.25,3,87,50,0,1811.72,1,1685.75
C0503,2025-05-16,2025-12-10,12,31556.28,2629.69,23,7.0833,7,208,21,0,18407.83,6,18076.1
C0504,2025-04-28,2025-09-27,11,20332.87,1848.44,20,10.0,6,152,95,1,10166.42,0,0.0
C0505,2025-05-17,2025-10-09,4,6183.08,1545.77,7,15.0,4,145,83,0,2061.03,1,2077.14
C0506,2025-03-27,2025-12-25,18,107695.81,5983.1,40,10.8333,8,273,6,0,71797.2,4,22542.62
C0507,2025-03-01,2025-11-22,6,11883.62,1980.6,10,13.3333,4,266,39,0,3961.2,2,2640.01
C0508,2025-04-20,2025-11-06,4,10081.69,2520.42,8,18.75,4,200,55,0,3360.56,1,2735.03
C0509,2025-01-27,2025-11-29,15,32801.94,2186.8,21,15.3333,10,306,32,0,27335.0,3,7561.31
C0510,2025-05-27,2025-10-10,4,6387.94,1596.98,5,11.25,4,136,82,0,2129.31,1,914.66
C0511,2025-04-16,2025-10-20,4,7309.58,1827.39,6,12.5,4,187,72,0,2436.52,1,1613.8
C0512,2025-03-20,2025-12-31,18,59580.96,3310.05,33,13.6111,9,286,0,0,44685.68,7,23335.69
C0513,2025-04-18,2025-10-13,9,12771.76,1419.08,14,10.5556,6,178,79,0,6385.86,1,1669.72
C0514,2025-01-05,2025-10-21,7,8364.05,1194.86,10,9.2857,6,289,71,0,4182.01,1,484.43
C0515,2025-02-09,2025-12-29,16,86849.63,5428.1,32,11.875,8,323,2,0,57899.73,3,13686.57
C0516,2025-01-08,2025-11-11,21,119510.85,5690.99,42,11.6667,9,307,50,0,89633.09,4,22150.52
C0517,2025-05-09,2025-12-22,16,45166.31,2822.89,24,9.6875,8,227,9,0,30110.83,9,22784.24
C0518,2025-02-28,2025-12-17,9,18364.08,2040.45,18,16.1111,8,292,14,0,12242.7,1,683.07
C0519,2025-04-26,2025-12-09,8,14917.33,1864.67,14,11.875,6,227,22,0,7458.68,1,1497.45
C0520,2025-02-09,2025-12-25,24,137941.16,5747.55,52,8.5417,11,319,6,0,126446.1,10,55511.5
C0521,2025-04-05,2025-12-18,6,9866.84,1644.47,11,11.6667,5,257,13,0,4111.18,1,3139.68
C0522,2025-02-24,2025-11-30,16,43140.11,2696.26,24,11.5625,8,279,31,0,28760.11,6,11424.49
C0523,2025-06-04,2025-10-23,6,9815.5,1635.92,8,16.6667,4,141,69,0,3271.84,1,4204.39
C0524,2025-04-30,2025-12-22,13,24336.25,1872.02,25,13.8462,9,236,9,0,18252.19,3,5833.74
C0525,2025-04-20,2025-11-08,6,6159.12,1026.52,9,13.3333,5,202,53,0,2566.3,2,1339.88
C0526,2025-05-08,2025-12-13,14,40623.25,2901.66,25,9.2857,7,219,18,0,23696.89,4,12225.99
C0527,2025-01-25,2025-12-07,15,41346.33,2756.42,30,9.0,9,316,24,0,31009.73,3,9320.59
C0528,2025-04-16,2025-11-29,14,37536.07,2681.15,26,8.2143,6,227,32,0,18768.05,6,14377.75
C0529,2025-03-29,2025-12-26,19,102670.98,5403.74,43,9.4737,10,272,5,0,85559.22,9,49345.13
C0530,2025-03-24,2025-10-23,6,13094.25,2182.38,11,15.8333,5,213,69,0,5455.95,1,2610.74
C0531,2025-06-21,2025-08-31,2,4325.36,2162.68,4,2.5,2,71,122,1,720.89,0,0.0
C0532,2025-04-20,2025-12-28,12,23367.46,1947.29,14,15.0,7,252,3,0,13631.03,4,7189.26
C0533,2025-03-27,2025-11-27,9,17753.64,1972.63,13,13.3333,5,245,34,0,7397.36,3,7320.27
C0534,2025-04-17,2025-11-16,8,13551.82,1693.98,11,11.25,7,213,45,0,7905.24,3,4694.96
C0535,2025-03-18,2025-10-27,5,8719.92,1743.98,10,16.0,4,223,65,0,2906.63,2,3806.64
C0536,2025-05-16,2025-09-11,9,18224.65,2024.96,13,13.3333,5,118,111,1,7593.6,0,0.0
C0537,2025-04-18,2025-12-21,14,25889.81,1849.27,22,12.5,8,247,10,0,17259.85,6,11705.95
C0538,2025-03-13,2025-12-27,20,55843.15,2792.16,39,9.5,9,289,4,0,41882.4,6,20301.22
C0539,2025-01-26,2025-12-10,14,40797.41,2914.1,22,10.0,9,318,21,0,30598.05,6,17474.98
C0540,2025-01-23,2025-12-29,18,95514.99,5306.39,48,10.5556,11,340,2,0,87555.43,7,32862.22
C0541,2025-03-18,2025-12-12,6,8245.79,1374.3,10,20.0,5,269,19,0,3435.75,1,2331.57
C0542,2025-08-16,2025-09-02,2,1809.71,904.86,3,12.5,2,17,120,1,301.62,0,0.0
C0543,2025-04-10,2025-11-26,12,31197.98,2599.83,23,14.1667,6,230,35,0,15598.98,5,13916.24
C0544,2025-06-26,2025-12-29,9,15509.24,1723.25,15,12.2222,5,186,2,0,6462.19,3,4835.8
C0545,2025-04-19,2025-11-27,7,8272.86,1181.84,15,12.8571,4,222,34,0,2757.63,3,2869.54
C0546,2025-01-20,2025-12-13,16,40388.15,2524.26,26,10.9375,10,327,18,0,33656.8,4,9770.81
C0547,2025-02-13,2025-12-03,25,117320.63,4692.83,53,12.0,11,293,28,0,107544.02,5,25978.43
C0548,2025-06-26,2025-10-28,7,10444.79,1492.11,14,13.5714,5,124,64,0,4351.99,1,80.0
C0549,2025-08-10,2025-12-10,4,9703.29,2425.82,9,18.75,3,122,21,0,2425.82,2,4742.16
C0550,2025-05-17,2025-12-31,12,19207.85,1600.65,18,10.4167,7,228,0,0,11204.55,3,5552.93
C0551,2025-04-01,2025-12-12,6,8166.74,1361.12,7,10.8333,5,255,19,0,3402.8,2,2826.45
C0552,2025-03-07,2025-10-14,13,23318.04,1793.7,23,11.1538,7,221,78,0,13602.23,1,2467.55
C0553,2025-03-04,2025-12-24,5,9856.46,1971.29,6,11.0,4,295,7,0,3285.48,2,4295.93
C0554,2025-03-06,2025-12-29,12,18949.18,1579.1,21,13.75,6,298,2,0,9474.6,7,10626.34
C0555,2025-03-17,2025-11-30,5,7896.82,1579.36,8,16.0,4,258,31,0,2632.27,1,2110.15
C0556,2025-05-01,2025-12-29,14,44765.3,3197.52,25,8.2143,8,242,2,0,29843.52,6,23380.75
C0557,2025-03-07,2025-12-22,25,129517.35,5180.69,57,12.4,9,290,9,0,97137.94,9,50392.48
C0558,2025-01-16,2025-12-12,25,148057.44,5922.3,53,12.6,12,330,19,0,148057.5,9,53755.76
C0559,2025-05-31,2025-12-29,13,25789.61,1983.82,19,15.7692,7,212,2,0,15043.97,6,10444.46
C0560,2025-06-03,2025-12-15,7,12877.4,1839.63,9,9.2857,6,195,16,0,6438.7,3,6332.46
C0561,2025-04-22,2025-12-13,12,19469.56,1622.46,24,10.4167,8,235,18,0,12979.68,5,6518.73
C0562,2025-02-24,2025-12-15,21,59011.82,2810.09,38,10.4762,10,294,16,0,49176.58,5,15952.64
C0563,2025-03-30,2025-12-25,30,147055.91,4901.86,60,8.3333,10,270,6,0,122546.5,11,51537.42
C0564,2025-03-01,2025-12-04,12,78649.24,6554.1,27,11.6667,8,278,27,0,52432.8,5,34332.95
C0565,2025-01-14,2025-12-15,12,36473.06,3039.42,21,13.3333,10,335,16,0,30394.2,2,3860.9
C0566,2025-05-29,2025-12-08,9,14877.03,1653.0,16,10.0,5,193,23,0,6198.75,2,3665.96
C0567,2025-03-05,2025-12-07,7,21974.08,3139.15,11,16.4286,6,277,24,0,10987.02,2,8510.13
C0568,2025-01-27,2025-10-31,15,49111.56,3274.1,27,7.3333,10,277,61,0,40926.25,2,7190.46
C0569,2025-04-04,2025-09-29,10,20723.93,2072.39,13,11.0,6,178,93,1,10361.95,0,0.0
C0570,2025-04-21,2025-12-29,16,36404.58,2275.29,30,14.6875,8,252,2,0,24269.76,5,9698.67
C0571,2025-04-16,2025-10-29,8,8145.86,1018.23,16,12.5,5,196,63,0,3394.1,1,307.78
C0572,2025-05-18,2025-12-28,8,13238.68,1654.84,11,12.5,7,224,3,0,7722.59,2,3933.59
C0573,2025-02-09,2025-12-13,15,39503.57,2633.57,29,9.3333,8,307,18,0,26335.7,6,15206.53
C0574,2025-04-29,2025-12-18,14,24125.37,1723.24,23,10.7143,9,233,13,0,18094.02,6,8568.37
C0575,2025-03-08,2025-12-05,5,6756.97,1351.39,8,18.0,4,272,26,0,2252.32,1,291.34
C0576,2025-03-29,2025-12-29,13,19913.48,1531.81,22,15.3846,8,275,2,0,13275.69,2,3408.89
C0577,2025-06-04,2025-12-30,13,78897.38,6069.03,24,9.6154,7,209,1,0,46023.48,6,38491.19
C0578,2025-03-16,2025-11-16,11,19827.45,1802.5,20,16.3636,6,245,45,0,9913.75,2,2353.63
C0579,2025-03-14,2025-12-07,17,60042.61,3531.92,31,10.2941,9,268,24,0,45031.98,5,17943.28
C0580,2025-01-07,2025-11-26,12,29880.44,2490.04,17,12.5,8,323,35,0,19920.32,3,9843.35
C0581,2025-02-01,2025-12-23,15,49509.46,3300.63,28,11.0,8,325,8,0,33006.3,3,6092.94
C0582,2025-03-22,2025-12-07,9,18228.28,2025.36,14,14.4444,7,260,24,0,10633.14,2,2816.75
C0583,2025-03-13,2025-12-28,13,29761.9,2289.38,21,15.3846,8,290,3,0,19841.29,3,6834.97
C0584,2025-05-11,2025-12-01,10,27020.0,2702.0,18,13.5,5,204,30,0,11258.33,3,7241.42
C0585,2025-01-27,2025-12-19,7,10925.28,1560.75,10,17.1429,6,326,12,0,5462.63,1,2298.41
C0586,2025-04-19,2025-10-15,15,48673.53,3244.9,26,10.3333,7,179,77,0,28392.88,2,5949.94
C0587,2025-05-12,2025-12-27,19,108462.89,5708.57,40,12.3684,8,229,4,0,72308.55,6,34875.88
C0588,2025-03-16,2025-12-19,12,67578.8,5631.57,21,10.8333,5,278,12,0,28157.85,7,40653.54
C0589,2025-02-06,2025-12-22,19,122648.81,6455.2,43,7.6316,10,319,9,0,102207.33,4,18661.3
C0590,2025-05-23,2025-12-23,17,96232.82,5660.75,38,13.8235,7,214,8,0,56135.77,10,60374.94
C0591,2025-03-03,2025-12-10,15,79398.81,5293.25,27,12.0,7,282,21,0,46315.94,4,20703.99
C0592,2025-01-30,2025-12-08,7,15910.13,2272.88,10,15.0,6,312,23,0,7955.08,2,6038.39
C0593,2025-04-23,2025-12-22,12,32955.81,2746.32,19,6.6667,8,243,9,0,21970.56,5,12016.22
C0594,2025-01-05,2025-12-09,9,22643.01,2515.89,14,8.3333,6,338,22,0,11321.5,3,7768.3
C0595,2025-04-17,2025-12-27,12,18471.22,1539.27,18,17.5,7,254,4,0,10774.89,3,3870.67
C0596,2025-05-03,2025-12-06,8,20671.44,2583.93,12,13.75,6,217,25,0,10335.72,5,10499.21
C0597,2025-06-19,2025-12-29,8,10278.99,1284.87,16,11.875,6,193,2,0,5139.48,4,6507.57
C0598,2025-04-15,2025-12-27,23,129724.7,5640.2,56,12.3913,9,256,4,0,97293.45,5,30226.17
C0599,2025-05-06,2025-12-01,10,29580.4,2958.04,15,10.0,7,209,30,0,17255.23,3,9378.81
C0600,2025-01-14,2025-12-20,20,119954.66,5997.73,41,10.0,11,340,11,0,109958.38,6,38386.1
C0601,2025-05-18,2025-12-26,26,130894.26,5034.39,52,9.8077,8,222,5,0,87262.76,11,54932.29
C0602,2025-02-23,2025-12-10,17,47695.96,2805.64,32,8.5294,9,290,21,0,35771.91,6,17134.51
C0603,2025-01-27,2025-12-23,12,71975.47,5997.96,25,9.5833,7,330,8,0,41985.72,4,21958.83
C0604,2025-02-07,2025-12-29,25,134389.54,5375.58,60,10.0,10,325,2,0,111991.25,8,41764.45
C0605,2025-05-07,2025-12-25,24,148592.02,6191.33,58,10.625,7,232,6,0,86678.62,5,35640.14
C0606,2025-03-03,2025-11-07,9,25253.23,2805.91,13,10.0,8,249,54,0,16835.46,2,4284.34
C0607,2025-03-25,2025-11-18,10,27312.18,2731.22,16,9.0,8,238,43,0,18208.13,1,3106.28
C0608,2025-05-08,2025-12-04,13,40725.08,3132.7,21,13.8462,6,210,27,0,20362.55,2,5935.49
C0609,2025-03-09,2025-12-07,9,13412.42,1490.27,17,13.3333,6,273,24,0,6706.22,3,6410.25
C0610,2025-02-25,2025-11-28,9,15548.08,1727.56,17,15.5556,7,276,33,0,9069.69,1,2844.09
C0611,2025-01-10,2025-12-13,19,117454.23,6181.8,39,12.1053,11,337,18,0,107666.35,5,27139.5
C0612,2025-04-01,2025-10-25,5,5971.74,1194.35,8,7.0,3,207,67,0,1492.94,1,1470.27
C0613,2025-02-26,2025-12-01,10,16619.46,1661.95,16,12.0,9,278,30,0,12464.63,2,3565.67
C0614,2025-01-26,2025-12-11,16,80211.71,5013.23,30,9.0625,10,319,20,0,66843.07,3,20520.0
C0615,2025-05-22,2025-09-04,8,16288.36,2036.05,15,8.75,4,105,118,1,5429.47,0,0.0
C0616,2025-05-18,2025-11-30,15,27231.53,1815.44,22,12.3333,6,196,31,0,13615.8,5,9472.53
C0617,2025-01-13,2025-12-26,20,107537.02,5376.85,38,10.0,11,347,5,0,98575.58,5,27430.88
C0618,2025-02-24,2025-12-28,20,59069.07,2953.45,40,10.0,10,307,3,0,49224.17,6,18274.68
C0619,2025-03-11,2025-12-14,14,31341.45,2238.68,23,14.6429,7,278,17,0,18282.55,2,5519.79
C0620,2025-06-07,2025-12-04,4,6632.0,1658.0,5,16.25,4,180,27,0,2210.67,2,3005.56
C0621,2025-04-20,2025-12-26,11,34234.83,3112.26,23,11.8182,8,250,5,0,22823.24,4,10610.79
C0622,2025-01-20,2025-12-09,12,30556.88,2546.41,19,13.3333,8,323,22,0,20371.28,5,14203.47
C0623,2025-03-17,2025-12-07,18,49857.79,2769.88,33,9.1667,9,265,24,0,37393.38,6,18510.5
C0624,2025-02-24,2025-12-23,12,37464.28,3122.02,19,10.4167,10,302,8,0,31220.2,4,13608.75
C0625,2025-04-02,2025-10-14,7,12850.89,1835.84,10,15.7143,5,195,78,0,5354.53,1,183.03
C0626,2025-04-14,2025-12-13,13,34739.11,2672.24,26,11.1538,7,243,18,0,20264.49,4,6024.86
C0627,2025-02-17,2025-12-28,20,59402.29,2970.11,32,9.0,10,314,3,0,49501.83,4,12238.17
C0628,2025-04-06,2025-08-25,9,14363.46,1595.94,11,10.5556,5,141,128,1,5984.78,0,0.0
C0629,2025-04-01,2025-12-22,17,95966.48,5645.09,36,11.4706,8,265,9,0,63977.69,5,36228.55
C0630,2025-02-24,2025-12-31,23,65005.69,2826.33,38,11.3043,10,310,0,0,54171.32,9,24140.1
C0631,2025-02-23,2025-12-31,7,11926.25,1703.75,9,12.1429,5,311,0,0,4969.27,2,3321.36
C0632,2025-02-04,2025-11-16,14,26277.07,1876.93,28,14.6429,7,285,45,0,15328.26,2,4505.77
C0633,2025-04-07,2025-11-28,11,16526.25,1502.39,20,12.2727,4,235,33,0,5508.76,4,6222.36
C0634,2025-03-31,2025-05-31,3,4367.16,1455.72,7,11.6667,2,61,214,1,727.86,0,0.0
C0635,2025-02-23,2025-11-23,16,94637.87,5914.87,34,7.1875,8,273,38,0,63091.95,3,18902.15
C0636,2025-07-10,2025-12-14,10,21200.45,2120.05,15,12.5,5,157,17,0,8833.54,3,9213.05
C0637,2025-02-23,2025-12-14,7,11298.86,1614.12,13,10.0,5,294,17,0,4707.85,3,3946.89
C0638,2025-03-17,2025-12-11,14,37293.85,2663.85,20,12.1429,9,269,20,0,27970.43,4,12521.16
C0639,2025-02-11,2025-12-21,11,32963.65,2996.7,24,13.1818,8,313,10,0,21975.8,3,6297.57
C0640,2025-03-29,2025-12-23,24,64116.7,2671.53,43,11.4583,9,269,8,0,48087.54,7,20102.91
C0641,2025-03-08,2025-11-27,21,103269.63,4917.6,44,9.0476,9,264,34,0,77452.2,5,18908.56
C0642,2025-01-30,2025-12-24,15,44675.13,2978.34,23,8.3333,8,328,7,0,29783.4,6,20247.18
C0643,2025-01-20,2025-12-29,14,40926.31,2923.31,21,12.8571,10,343,2,0,34105.28,4,8441.3
C0644,2025-04-25,2025-12-30,6,18788.07,3131.34,9,9.1667,4,249,1,0,6262.68,2,6418.99
C0645,2025-03-06,2025-11-20,24,135761.59,5656.73,58,11.875,9,259,41,0,101821.14,2,10019.58
C0646,2025-01-23,2025-10-24,10,20768.49,2076.85,18,12.0,8,274,68,0,13845.67,2,3275.31
C0647,2025-02-05,2025-10-26,10,13878.96,1387.9,18,16.0,5,263,66,0,5782.92,2,4262.18
C0648,2025-04-11,2025-11-01,8,11276.63,1409.58,15,7.5,6,204,60,0,5638.32,2,2472.14
C0649,2025-04-10,2025-11-26,8,9700.43,1212.55,13,13.125,5,230,35,0,4041.83,2,2266.5
C0650,2025-04-12,2025-12-27,20,68113.5,3405.68,40,13.25,9,259,4,0,51085.2,7,18720.64
C0651,2025-05-01,2025-12-26,26,128773.39,4952.82,52,10.3846,8,239,5,0,85848.88,9,46095.89
C0652,2025-06-30,2025-09-29,3,6651.33,2217.11,5,10.0,2,91,93,1,1108.55,0,0.0
C0653,2025-03-23,2025-12-06,6,9453.49,1575.58,7,13.3333,5,258,25,0,3938.95,2,2561.06
C0654,2025-04-14,2025-11-13,6,10561.06,1760.18,9,11.6667,6,213,48,0,5280.54,1,969.87
C0655,2025-03-09,2025-12-23,20,55944.99,2797.25,34,9.25,9,289,8,0,41958.75,7,20818.14
C0656,2025-02-28,2025-12-15,19,108161.47,5692.71,39,11.8421,9,290,16,0,81121.12,4,28548.82
C0657,2025-04-14,2025-12-18,9,23555.46,2617.27,16,8.3333,7,248,13,0,13740.67,2,4968.04
C0658,2025-02-11,2025-12-23,13,37654.92,2896.53,25,10.7692,7,315,8,0,21965.35,3,7167.77
C0659,2025-03-30,2025-10-12,5,8589.92,1717.98,8,9.0,3,196,80,0,2147.47,2,2871.44
C0660,2025-03-04,2025-12-11,8,11304.3,1413.04,14,15.0,6,282,20,0,5652.16,2,1909.28
C0661,2025-06-02,2025-12-26,14,35988.44,2570.6,28,13.2143,6,207,5,0,17994.2,7,17661.69
C0662,2025-02-03,2025-09-29,10,19721.39,1972.14,18,12.0,7,238,93,1,11504.15,0,0.0
C0663,2025-03-16,2025-12-29,8,15623.39,1952.92,12,14.375,6,288,2,0,7811.68,1,2598.03
C0664,2025-03-19,2025-11-13,12,34484.03,2873.67,21,9.5833,7,239,48,0,20115.69,3,9082.31
C0665,2025-03-26,2025-12-09,11,67433.42,6130.31,17,14.0909,8,258,22,0,44955.61,4,23146.38
C0666,2025-06-02,2025-12-30,20,114887.94,5744.4,39,10.0,7,211,1,0,67018.0,6,34810.17
C0667,2025-02-11,2025-12-30,15,40128.19,2675.21,27,9.6667,9,322,1,0,30096.11,6,14401.25
C0668,2025-02-17,2025-12-24,17,93376.84,5492.76,35,12.0588,7,310,7,0,54469.87,4,22757.35
C0669,2025-03-24,2025-12-31,18,44113.77,2450.76,39,11.3889,9,282,0,0,33085.26,8,17484.01
C0670,2025-03-13,2025-12-24,14,37626.17,2687.58,24,12.1429,8,286,7,0,25084.08,5,16017.63
C0671,2025-01-28,2025-10-14,10,43493.75,4349.38,20,12.5,8,259,78,0,28995.87,1,4435.63
C0672,2025-05-04,2025-11-23,9,14621.34,1624.59,15,11.1111,4,203,38,0,4873.77,3,3738.04
C0673,2025-01-19,2025-12-16,22,109576.89,4980.77,43,11.8182,10,331,15,0,91314.12,11,55732.29
C0674,2025-04-16,2025-12-19,12,21480.15,1790.01,16,15.4167,7,247,12,0,12530.07,3,6211.79
C0675,2025-05-24,2025-12-23,9,28286.95,3142.99,14,12.7778,6,213,8,0,14143.45,5,16200.65
C0676,2025-03-20,2025-11-23,5,6443.04,1288.61,7,16.0,4,248,38,0,2147.68,1,2976.19
C0677,2025-04-13,2025-12-10,15,80151.07,5343.4,29,11.0,9,241,21,0,60113.25,5,24213.94
C0678,2025-04-29,2025-11-29,9,31144.88,3460.54,16,7.7778,5,214,32,0,12977.03,6,23381.5
C0679,2025-04-09,2025-11-13,7,9959.1,1422.73,12,13.5714,6,218,48,0,4979.56,1,1099.03
C0680,2025-03-01,2025-10-01,5,9654.12,1930.82,9,19.0,4,214,91,1,3218.03,0,0.0
C0681,2025-05-15,2025-12-15,4,9081.93,2270.48,5,17.5,4,214,16,0,3027.31,1,1789.29
C0682,2025-02-08,2025-12-19,18,51297.42,2849.86,30,9.1667,10,314,12,0,42747.9,3,12074.73
C0683,2025-01-24,2025-12-21,27,166452.17,6164.9,62,12.4074,11,331,10,0,152581.27,10,63658.79
C0684,2025-05-11,2025-10-06,5,6505.78,1301.16,7,11.0,3,148,86,0,1626.45,1,1620.54
C0685,2025-01-23,2025-10-03,9,11942.85,1326.98,16,10.0,7,253,89,0,6966.65,1,80.0
C0686,2025-01-31,2025-12-29,5,7255.55,1451.11,6,15.0,4,332,2,0,2418.52,3,3545.4
C0687,2025-02-18,2025-09-29,5,5957.13,1191.43,5,13.0,5,223,93,1,2482.15,0,0.0
C0688,2025-03-14,2025-12-28,16,50812.25,3175.77,35,13.75,10,289,3,0,42343.6,7,23521.54
C0689,2025-05-06,2025-11-12,7,11975.27,1710.75,12,13.5714,5,190,49,0,4989.69,1,1649.96
C0690,2025-05-10,2025-12-24,13,34066.48,2620.5,22,7.3077,6,228,7,0,17033.25,6,14411.73
C0691,2025-03-13,2025-11-22,15,41999.92,2799.99,27,7.0,8,254,39,0,27999.9,5,15496.98
C0692,2025-03-28,2025-12-29,14,40965.9,2926.14,25,11.7857,7,276,2,0,23896.81,4,9523.1
C0693,2025-03-25,2025-12-18,11,15332.3,1393.85,17,11.8182,8,268,13,0,10221.57,4,6775.07
C0694,2025-03-12,2025-12-28,16,46316.47,2894.78,25,10.9375,9,291,3,0,34737.36,6,17050.91
C0695,2025-04-19,2025-12-30,18,86809.48,4822.75,43,10.2778,8,255,1,0,57873.0,2,16134.15
C0696,2025-03-04,2025-09-23,7,12446.74,1778.11,11,10.7143,4,203,99,1,4148.92,0,0.0
C0697,2025-04-29,2025-12-22,18,59235.26,3290.85,30,10.5556,8,237,9,0,39490.2,8,26978.41
C0698,2025-07-01,2025-11-30,5,7622.47,1524.49,11,11.0,3,152,31,0,1905.61,1,478.66
C0699,2025-02-21,2025-10-12,16,88558.01,5534.88,36,10.9375,9,233,80,0,66418.56,1,5432.18
C0700,2025-03-01,2025-12-03,14,41252.44,2946.6,19,11.7857,8,277,28,0,27501.6,2,7084.01
C0701,2025-03-06,2025-07-30,7,14447.81,2063.97,10,10.7143,4,146,154,1,4815.93,0,0.0
C0702,2025-03-18,2025-11-04,16,100113.19,6257.07,36,7.8125,8,231,57,0,66742.08,4,23961.75
C0703,2025-07-08,2025-11-20,7,22867.51,3266.79,9,8.5714,5,135,41,0,9528.14,3,8856.63
C0704,2025-04-01,2025-12-30,23,128966.22,5607.23,52,10.6522,8,273,1,0,85977.53,6,30956.93
C0705,2025-03-03,2025-12-27,19,110862.79,5834.88,34,8.1579,10,299,4,0,92385.6,8,51370.5
C0706,2025-03-15,2025-12-13,8,13425.79,1678.22,13,14.375,6,273,18,0,6712.88,2,2086.38
C0707,2025-01-14,2025-12-21,16,39580.93,2473.81,30,9.6875,10,341,10,0,32984.13,3,9707.68
C0708,2025-05-25,2025-12-15,13,20440.56,1572.35,19,14.6154,7,204,16,0,11923.65,5,9593.65
C0709,2025-01-26,2025-12-12,14,45046.45,3217.6,28,6.7857,9,320,19,0,33784.8,2,6256.36
C0710,2025-01-29,2025-09-07,6,11693.55,1948.92,11,9.1667,5,221,115,1,4872.3,0,0.0
C0711,2025-08-01,2025-09-20,5,7271.01,1454.2,8,12.0,2,50,102,1,1211.83,0,0.0
C0712,2025-04-11,2025-11-15,8,12348.72,1543.59,10,15.0,6,218,46,0,6174.36,1,569.49
C0713,2025-04-25,2025-12-24,20,58252.82,2912.64,34,11.0,8,243,7,0,38835.2,12,35612.13
C0714,2025-02-14,2025-12-31,15,47588.13,3172.54,25,8.3333,8,320,0,0,31725.4,5,17472.2
C0715,2025-03-26,2025-11-28,13,34627.87,2663.68,26,14.2308,7,247,33,0,20199.57,3,11067.6
C0716,2025-04-04,2025-10-27,3,7013.19,2337.73,6,10.0,3,206,65,0,1753.3,1,2527.43
C0717,2025-03-24,2025-11-13,7,11460.21,1637.17,13,12.1429,6,234,48,0,5730.1,2,3131.84
C0718,2025-03-23,2025-08-21,8,15964.17,1995.52,11,13.75,4,151,132,1,5321.39,0,0.0
C0719,2025-02-06,2025-12-28,16,84567.7,5285.48,34,7.8125,9,325,3,0,63425.76,8,44976.54
C0720,2025-07-08,2025-12-10,5,8883.64,1776.73,9,14.0,4,155,21,0,2961.22,2,3089.01
C0721,2025-05-01,2025-12-12,5,9327.6,1865.52,8,13.0,5,225,19,0,3886.5,3,4365.09
C0722,2025-04-10,2025-12-20,17,46549.94,2738.23,30,9.1176,8,254,11,0,31033.27,4,11916.62
C0723,2025-03-11,2025-12-16,23,124309.67,5404.77,42,10.2174,9,280,15,0,93232.28,8,39931.67
C0724,2025-01-16,2025-11-16,4,6344.64,1586.16,4,10.0,4,304,45,0,2114.88,1,3686.55
C0725,2025-03-06,2025-10-20,6,11228.62,1871.44,8,11.6667,4,228,72,0,3742.88,1,1054.5
C0726,2025-04-17,2025-09-14,11,21184.94,1925.9,15,16.3636,6,150,108,1,10592.45,0,0.0
C0727,2025-03-14,2025-12-06,24,140596.04,5858.17,57,11.875,10,267,25,0,117163.4,8,48758.45
C0728,2025-03-30,2025-11-20,7,13125.93,1875.13,10,13.5714,6,235,41,0,6562.95,2,4093.3
C0729,2025-03-08,2025-12-29,21,55911.31,2662.44,41,10.7143,8,296,2,0,37274.16,4,12347.34
C0730,2025-02-24,2025-12-25,17,82662.89,4862.52,38,12.0588,11,304,6,0,75774.27,5,22696.52
C0731,2025-02-15,2025-12-29,16,89887.87,5617.99,31,10.0,8,317,2,0,59925.23,3,15889.0
C0732,2025-02-24,2025-12-16,10,13253.28,1325.33,18,16.0,9,295,15,0,9939.97,2,3338.77
C0733,2025-04-21,2025-12-17,5,7442.88,1488.58,11,17.0,4,240,14,0,2480.97,2,4187.86
C0734,2025-04-05,2025-11-22,6,9439.37,1573.23,10,7.5,5,231,39,0,3933.08,2,4060.76
C0735,2025-01-28,2025-12-26,20,62244.32,3112.22,31,8.5,10,332,5,0,51870.33,7,21901.81
C0736,2025-02-28,2025-07-17,5,11218.75,2243.75,9,15.0,3,139,167,1,2804.69,0,0.0
